date,day1,day2,day3,day4,day5,day6,day7,nextDay
27-02-2011 00:00,59,109,68,118,76,69,139,89
06-03-2011 00:00,89,96,89,122,58,104,228,63
13-03-2011 00:00,63,89,93,65,65,72,102,111
20-03-2011 00:00,111,94,119,139,58,211,217,50
27-03-2011 00:00,50,97,148,75,130,231,212,78
03-04-2011 00:00,78,57,61,67,74,105,151,145
10-04-2011 00:00,145,58,91,100,141,110,244,92
17-04-2011 00:00,92,145,112,121,66,210,53,108
24-04-2011 00:00,108,83,139,109,72,190,241,100
01-05-2011 00:00,100,77,73,114,86,211,80,52
08-05-2011 00:00,52,121,150,88,102,160,80,65
15-05-2011 00:00,65,82,82,132,107,174,87,80
22-05-2011 00:00,80,142,72,90,56,111,187,102
29-05-2011 00:00,102,56,129,94,66,197,177,148
05-06-2011 00:00,148,104,96,62,107,121,232,82
12-06-2011 00:00,82,78,56,134,61,214,154,103
19-06-2011 00:00,103,92,77,148,148,119,63,129
26-06-2011 00:00,129,87,103,125,99,79,228,107
03-07-2011 00:00,107,99,101,82,137,70,230,110
10-07-2011 00:00,110,96,146,116,124,121,211,134
17-07-2011 00:00,134,93,91,120,51,180,59,76
24-07-2011 00:00,76,112,125,115,99,240,249,101
31-07-2011 00:00,101,119,134,137,62,249,124,108
07-08-2011 00:00,108,73,95,101,95,76,87,113
14-08-2011 00:00,113,60,124,144,105,173,173,139
21-08-2011 00:00,139,107,133,95,120,130,187,87
28-08-2011 00:00,87,108,119,119,93,218,203,128
04-09-2011 00:00,128,136,123,91,76,157,217,90
11-09-2011 00:00,90,132,125,148,143,133,239,55
18-09-2011 00:00,55,74,88,117,76,198,63,77
25-09-2011 00:00,77,114,138,146,126,177,198,55
02-10-2011 00:00,55,76,133,111,97,143,100,122
09-10-2011 00:00,122,92,58,96,147,187,103,149
16-10-2011 00:00,149,55,58,111,122,129,93,67
23-10-2011 00:00,67,138,107,86,133,226,102,135
30-10-2011 00:00,135,51,123,121,118,63,57,51
06-11-2011 00:00,51,57,125,118,144,226,94,128
13-11-2011 00:00,128,114,65,121,56,139,227,80
20-11-2011 00:00,80,88,147,106,144,196,235,81
27-11-2011 00:00,81,96,60,149,133,144,217,133
04-12-2011 00:00,133,84,96,77,88,145,123,61
11-12-2011 00:00,61,123,128,106,149,149,135,88
18-12-2011 00:00,88,81,146,123,97,127,191,123
25-12-2011 00:00,123,143,146,73,143,174,194,77
01-01-2012 00:00,77,109,100,128,74,220,229,81
08-01-2012 00:00,81,73,83,86,134,181,169,103
15-01-2012 00:00,103,95,52,56,90,245,193,124
22-01-2012 00:00,124,73,141,108,134,131,132,74
29-01-2012 00:00,74,147,67,76,83,84,77,112
05-02-2012 00:00,112,149,148,73,146,140,121,52
12-02-2012 00:00,52,137,53,59,121,218,197,77
19-02-2012 00:00,77,100,72,115,74,67,213,114
26-02-2012 00:00,114,112,89,84,96,219,176,111
04-03-2012 00:00,111,119,95,137,72,203,206,60
11-03-2012 00:00,60,82,122,110,72,83,105,58
18-03-2012 00:00,58,116,58,113,137,209,233,126
25-03-2012 00:00,126,145,140,58,53,133,106,101
01-04-2012 00:00,101,64,96,149,122,198,215,145
08-04-2012 00:00,145,134,150,150,56,80,119,65
15-04-2012 00:00,65,83,53,135,86,183,85,52
22-04-2012 00:00,52,130,72,107,83,67,72,144
29-04-2012 00:00,144,130,86,81,121,187,64,117
06-05-2012 00:00,117,121,137,69,95,109,78,95
13-05-2012 00:00,95,90,149,74,106,162,208,100
20-05-2012 00:00,100,125,80,128,53,177,109,88
27-05-2012 00:00,88,132,59,121,102,237,101,119
03-06-2012 00:00,119,62,78,139,64,194,98,88
10-06-2012 00:00,88,52,53,138,149,209,143,102
17-06-2012 00:00,102,126,105,98,125,201,110,108
24-06-2012 00:00,108,54,125,148,52,154,185,73
01-07-2012 00:00,73,91,110,86,131,87,147,123
08-07-2012 00:00,123,70,84,108,148,157,87,70
15-07-2012 00:00,70,56,128,91,59,220,175,79
22-07-2012 00:00,79,136,106,138,95,196,93,100
29-07-2012 00:00,100,134,62,135,90,199,140,105
05-08-2012 00:00,105,70,83,71,55,156,133,123
12-08-2012 00:00,123,103,96,100,125,71,239,55
19-08-2012 00:00,55,66,135,103,84,159,96,53
26-08-2012 00:00,53,58,71,145,143,168,93,65
02-09-2012 00:00,65,66,114,78,122,147,80,124
09-09-2012 00:00,124,100,120,128,139,177,96,67
16-09-2012 00:00,67,65,98,106,82,62,160,136
23-09-2012 00:00,136,87,56,60,145,93,113,53
30-09-2012 00:00,53,150,85,86,55,90,173,78
07-10-2012 00:00,78,67,89,60,135,112,173,107
14-10-2012 00:00,107,69,111,92,119,221,60,53
21-10-2012 00:00,53,70,68,89,97,71,233,70
28-10-2012 00:00,70,83,90,128,87,74,128,78
04-11-2012 00:00,78,83,75,81,55,106,215,80
11-11-2012 00:00,80,75,128,129,92,232,197,102
18-11-2012 00:00,102,80,115,66,87,153,181,65
25-11-2012 00:00,65,90,117,55,107,113,132,119
02-12-2012 00:00,119,107,81,116,117,57,217,89
09-12-2012 00:00,89,90,150,79,115,127,65,75
16-12-2012 00:00,75,69,117,76,142,214,235,131
23-12-2012 00:00,131,137,139,96,103,142,100,101
30-12-2012 00:00,101,133,113,124,64,188,100,58
06-01-2013 00:00,58,85,128,103,71,163,209,113
13-01-2013 00:00,113,104,88,67,69,230,131,81
20-01-2013 00:00,81,107,52,89,95,239,86,74
27-01-2013 00:00,74,55,75,74,128,97,66,130
03-02-2013 00:00,130,133,131,75,118,192,151,82
10-02-2013 00:00,82,118,126,112,51,122,199,62
17-02-2013 00:00,62,116,67,112,133,58,143,92
24-02-2013 00:00,92,89,52,147,106,95,50,86
03-03-2013 00:00,86,140,65,57,114,129,242,130
10-03-2013 00:00,130,130,148,130,86,61,222,63
17-03-2013 00:00,63,144,117,131,65,238,239,62
24-03-2013 00:00,62,149,76,109,148,53,205,92
31-03-2013 00:00,92,145,147,147,146,126,129,127
07-04-2013 00:00,127,58,149,77,82,221,228,70
14-04-2013 00:00,70,75,73,134,84,155,137,82
21-04-2013 00:00,82,132,58,63,131,163,92,110
28-04-2013 00:00,110,122,101,58,120,63,212,105
05-05-2013 00:00,105,68,55,75,144,90,97,89
12-05-2013 00:00,89,137,80,76,126,142,103,58
19-05-2013 00:00,58,125,60,71,132,65,248,127
26-05-2013 00:00,127,77,139,128,90,237,226,71
02-06-2013 00:00,71,132,78,89,51,173,81,140
09-06-2013 00:00,140,83,70,54,135,173,221,71
16-06-2013 00:00,71,137,107,54,144,109,97,62
23-06-2013 00:00,62,145,63,100,95,173,135,100
30-06-2013 00:00,100,58,66,143,115,65,170,117
07-07-2013 00:00,117,120,120,106,85,208,171,145
14-07-2013 00:00,145,115,52,141,134,128,80,59
21-07-2013 00:00,59,142,100,138,125,130,158,78
28-07-2013 00:00,78,105,81,139,109,121,165,122
04-08-2013 00:00,122,137,54,129,67,156,164,150
11-08-2013 00:00,150,72,55,79,106,196,153,91
18-08-2013 00:00,91,61,103,123,75,176,212,90
25-08-2013 00:00,90,87,142,116,66,95,193,130
01-09-2013 00:00,130,93,92,75,83,238,109,64
08-09-2013 00:00,64,96,96,101,54,130,170,66
15-09-2013 00:00,66,56,133,83,97,124,170,69
22-09-2013 00:00,69,118,126,104,143,123,59,81
29-09-2013 00:00,81,94,92,51,108,165,219,77
06-10-2013 00:00,77,114,58,128,63,233,136,80
13-10-2013 00:00,80,79,53,91,104,218,111,68
20-10-2013 00:00,68,80,53,116,57,157,115,134
27-10-2013 00:00,134,61,123,78,83,197,134,89
03-11-2013 00:00,89,117,92,64,139,94,117,63
10-11-2013 00:00,63,145,82,56,95,87,164,55
17-11-2013 00:00,55,133,118,143,120,72,231,80
24-11-2013 00:00,80,124,140,120,129,164,199,90
01-12-2013 00:00,90,55,146,94,106,176,175,147
08-12-2013 00:00,147,62,125,127,66,170,226,130
15-12-2013 00:00,130,52,82,103,82,190,169,91
22-12-2013 00:00,91,97,119,127,64,205,112,90
29-12-2013 00:00,90,103,101,114,148,56,208,90
05-01-2014 00:00,90,128,68,72,58,67,131,101
12-01-2014 00:00,101,139,54,107,67,144,97,76
19-01-2014 00:00,76,57,108,68,138,77,148,141
26-01-2014 00:00,141,98,116,147,146,110,219,144
02-02-2014 00:00,144,104,119,110,140,223,95,82
09-02-2014 00:00,82,72,144,64,57,162,147,98
16-02-2014 00:00,98,79,142,61,73,246,244,64
23-02-2014 00:00,64,94,85,60,57,66,106,149
02-03-2014 00:00,149,61,100,119,127,52,231,134
09-03-2014 00:00,134,131,114,120,120,200,146,141
16-03-2014 00:00,141,72,121,102,77,180,182,97
23-03-2014 00:00,97,84,124,50,144,163,70,62
30-03-2014 00:00,62,122,75,131,135,144,126,62
06-04-2014 00:00,62,82,65,129,64,100,209,100
13-04-2014 00:00,100,55,53,144,87,143,86,68
20-04-2014 00:00,68,126,126,108,140,209,246,96
27-04-2014 00:00,96,75,89,120,53,104,55,97
04-05-2014 00:00,97,119,145,91,51,216,154,112
11-05-2014 00:00,112,143,140,124,142,159,207,91
18-05-2014 00:00,91,80,92,58,139,202,52,129
25-05-2014 00:00,129,52,66,77,66,54,239,97
01-06-2014 00:00,97,79,123,74,144,184,216,149
08-06-2014 00:00,149,57,61,102,129,92,247,101
15-06-2014 00:00,101,129,70,99,132,160,184,111
22-06-2014 00:00,111,94,95,109,73,107,182,146
29-06-2014 00:00,146,75,117,61,80,121,77,82
06-07-2014 00:00,82,96,78,72,90,142,150,143
13-07-2014 00:00,143,66,78,130,90,98,98,104
20-07-2014 00:00,104,101,59,128,76,174,143,118
27-07-2014 00:00,118,76,53,102,130,202,92,102
03-08-2014 00:00,102,68,79,107,92,96,213,134
10-08-2014 00:00,134,132,61,114,62,145,142,94
17-08-2014 00:00,94,84,68,85,51,85,183,130
24-08-2014 00:00,130,123,79,98,60,240,175,81
31-08-2014 00:00,81,72,72,112,51,66,138,114
07-09-2014 00:00,114,134,90,126,71,178,198,138
14-09-2014 00:00,138,129,100,131,69,79,191,146
21-09-2014 00:00,146,145,91,127,86,129,220,129
28-09-2014 00:00,129,74,118,113,101,77,192,98
05-10-2014 00:00,98,107,117,85,125,134,87,83
12-10-2014 00:00,83,61,52,143,95,207,211,135
19-10-2014 00:00,135,129,104,86,82,98,159,105
26-10-2014 00:00,105,118,88,128,57,56,173,87
02-11-2014 00:00,87,126,68,107,117,152,68,121
09-11-2014 00:00,121,61,134,54,99,219,233,104
16-11-2014 00:00,104,140,61,69,106,216,153,74
23-11-2014 00:00,74,116,109,55,72,72,90,87
30-11-2014 00:00,87,144,52,71,146,243,114,127
07-12-2014 00:00,127,121,87,128,64,51,115,132
14-12-2014 00:00,132,62,137,70,60,100,100,88
21-12-2014 00:00,88,74,56,135,61,242,239,83
28-12-2014 00:00,83,95,85,55,95,165,227,84
04-01-2015 00:00,84,140,81,87,65,155,204,113
11-01-2015 00:00,113,104,99,87,138,116,246,89
18-01-2015 00:00,89,95,71,104,89,114,139,97
25-01-2015 00:00,97,81,54,98,65,214,137,120
01-02-2015 00:00,120,112,65,89,58,135,230,75
08-02-2015 00:00,75,96,143,147,54,225,60,76
15-02-2015 00:00,76,131,101,86,115,247,77,77
22-02-2015 00:00,77,110,52,118,124,134,97,138
01-03-2015 00:00,138,135,98,136,52,71,243,78
08-03-2015 00:00,78,119,136,54,90,86,227,139
15-03-2015 00:00,139,105,99,117,84,145,214,122
22-03-2015 00:00,122,140,100,135,66,235,164,79
29-03-2015 00:00,79,64,101,103,86,183,92,148
05-04-2015 00:00,148,128,55,136,147,103,68,104
12-04-2015 00:00,104,54,87,80,102,92,161,116
19-04-2015 00:00,116,61,125,115,135,153,62,87
26-04-2015 00:00,87,80,109,73,138,82,88,110
03-05-2015 00:00,110,114,138,132,56,88,220,51
10-05-2015 00:00,51,121,97,99,110,213,215,73
17-05-2015 00:00,73,136,72,108,89,155,61,101
24-05-2015 00:00,101,148,133,72,129,143,190,141
31-05-2015 00:00,141,142,54,55,142,207,60,96
07-06-2015 00:00,96,125,114,50,104,143,87,90
14-06-2015 00:00,90,134,100,70,134,153,117,99
21-06-2015 00:00,99,143,65,121,68,139,111,59
28-06-2015 00:00,59,66,138,57,77,215,171,125
05-07-2015 00:00,125,101,53,71,143,195,242,145
12-07-2015 00:00,145,52,99,72,100,241,192,90
19-07-2015 00:00,90,56,125,86,65,162,176,117
26-07-2015 00:00,117,123,105,87,125,129,119,130
02-08-2015 00:00,130,50,127,104,77,78,56,53
09-08-2015 00:00,53,54,84,64,144,230,200,96
16-08-2015 00:00,96,120,93,150,144,187,141,146
23-08-2015 00:00,146,105,131,73,61,200,234,129
30-08-2015 00:00,129,115,72,93,82,174,123,138
06-09-2015 00:00,138,86,111,86,65,177,63,76
13-09-2015 00:00,76,123,98,57,122,118,105,114
20-09-2015 00:00,114,52,139,134,93,64,142,62
27-09-2015 00:00,62,117,57,103,114,102,143,68
04-10-2015 00:00,68,92,87,79,72,91,216,76
11-10-2015 00:00,76,109,75,83,134,160,238,54
18-10-2015 00:00,54,115,102,82,59,243,97,146
25-10-2015 00:00,146,105,132,84,137,99,210,127
01-11-2015 00:00,127,52,67,51,119,244,186,105
08-11-2015 00:00,105,115,129,124,85,162,189,52
15-11-2015 00:00,52,136,78,133,139,185,211,92
22-11-2015 00:00,92,82,63,80,130,227,57,140
29-11-2015 00:00,140,145,73,144,94,120,84,68
06-12-2015 00:00,68,61,68,53,103,92,78,76
13-12-2015 00:00,76,75,87,145,55,250,235,81
20-12-2015 00:00,81,149,67,113,51,226,90,108
27-12-2015 00:00,108,120,148,138,77,85,116,81
03-01-2016 00:00,81,131,100,93,142,226,110,69
10-01-2016 00:00,69,94,83,111,117,119,59,118
17-01-2016 00:00,118,139,135,99,95,134,231,91
24-01-2016 00:00,91,55,148,92,146,236,58,148
31-01-2016 00:00,148,144,149,58,84,170,125,134
07-02-2016 00:00,134,73,82,81,73,224,107,103
14-02-2016 00:00,103,118,56,110,91,190,230,131
21-02-2016 00:00,131,63,85,56,63,120,216,72
28-02-2016 00:00,72,104,121,76,110,141,58,59
06-03-2016 00:00,59,102,52,51,94,241,103,60
13-03-2016 00:00,60,130,90,83,127,157,118,63
20-03-2016 00:00,63,102,92,101,133,88,232,56
27-03-2016 00:00,56,132,82,75,105,222,200,94
03-04-2016 00:00,94,73,84,116,65,183,90,52
10-04-2016 00:00,52,147,105,57,105,71,176,128
17-04-2016 00:00,128,59,132,134,133,113,107,73
24-04-2016 00:00,73,125,146,80,129,52,231,94
01-05-2016 00:00,94,107,98,141,138,202,237,144
08-05-2016 00:00,144,116,146,138,127,58,250,102
15-05-2016 00:00,102,114,107,94,56,128,107,114
22-05-2016 00:00,114,104,114,85,53,238,92,96
29-05-2016 00:00,96,139,112,63,96,222,152,65
05-06-2016 00:00,65,58,97,119,145,56,161,145
12-06-2016 00:00,145,59,113,61,111,128,144,65
19-06-2016 00:00,65,64,50,73,116,162,161,117
26-06-2016 00:00,117,80,76,76,100,109,171,125
03-07-2016 00:00,125,119,132,141,121,174,66,80
10-07-2016 00:00,80,91,140,109,89,94,210,98
17-07-2016 00:00,98,84,142,101,143,198,248,77
24-07-2016 00:00,77,143,93,117,78,159,138,103
31-07-2016 00:00,103,138,71,54,52,208,151,66
07-08-2016 00:00,66,50,98,105,68,185,184,93
14-08-2016 00:00,93,89,130,123,77,134,234,57
21-08-2016 00:00,57,72,107,72,52,199,143,76
28-08-2016 00:00,76,98,139,134,136,196,184,95
04-09-2016 00:00,95,124,70,95,66,179,243,75
11-09-2016 00:00,75,115,93,72,68,156,170,146
18-09-2016 00:00,146,139,120,90,134,149,170,126
25-09-2016 00:00,126,63,72,125,96,95,168,143
02-10-2016 00:00,143,61,129,140,58,82,192,80
09-10-2016 00:00,80,73,102,84,100,76,99,71
16-10-2016 00:00,71,104,124,73,73,218,81,110
23-10-2016 00:00,110,138,105,147,60,176,92,63
30-10-2016 00:00,63,71,54,54,82,113,118,77
06-11-2016 00:00,77,115,135,103,74,170,173,113
13-11-2016 00:00,113,131,57,60,90,234,182,84
20-11-2016 00:00,84,75,75,56,69,82,194,55
27-11-2016 00:00,55,97,118,115,98,126,52,96
04-12-2016 00:00,96,106,102,71,73,216,55,132
11-12-2016 00:00,132,80,98,117,80,153,78,67
18-12-2016 00:00,67,143,117,86,83,186,99,109
25-12-2016 00:00,109,130,96,122,120,153,140,142
01-01-2017 00:00,142,135,103,150,103,185,72,106
08-01-2017 00:00,106,82,93,127,70,143,200,82
15-01-2017 00:00,82,84,90,86,147,138,125,92
22-01-2017 00:00,92,54,59,139,95,103,86,56
29-01-2017 00:00,56,58,62,148,83,215,214,89
05-02-2017 00:00,89,113,99,91,68,222,63,91
12-02-2017 00:00,91,149,113,112,81,136,202,125
19-02-2017 00:00,125,138,78,57,111,124,227,149
26-02-2017 00:00,149,132,108,100,110,231,151,101
05-03-2017 00:00,101,63,77,138,122,185,95,113
12-03-2017 00:00,113,140,97,148,144,232,121,90
19-03-2017 00:00,90,146,67,124,98,238,108,95
26-03-2017 00:00,95,124,51,108,119,102,93,90
02-04-2017 00:00,90,126,75,97,113,54,90,148
09-04-2017 00:00,148,136,140,98,105,188,191,125
16-04-2017 00:00,125,149,148,122,138,106,215,121
23-04-2017 00:00,121,101,145,57,131,191,208,88
30-04-2017 00:00,88,67,69,92,61,72,97,67
07-05-2017 00:00,67,52,123,73,119,206,210,54
14-05-2017 00:00,54,107,130,84,140,68,214,143
21-05-2017 00:00,143,86,60,111,61,239,164,149
28-05-2017 00:00,149,76,107,62,100,171,76,76
04-06-2017 00:00,76,133,57,135,138,131,214,55
11-06-2017 00:00,55,100,114,143,72,135,101,119
18-06-2017 00:00,119,145,78,62,113,216,84,119
25-06-2017 00:00,119,89,55,105,94,171,231,94
02-07-2017 00:00,94,54,109,104,58,95,223,80
09-07-2017 00:00,80,81,59,129,123,190,248,78
16-07-2017 00:00,78,116,109,105,57,89,134,130
23-07-2017 00:00,130,97,52,95,75,180,195,57
30-07-2017 00:00,57,130,146,106,129,150,217,87
06-08-2017 00:00,87,134,66,81,145,115,246,98
13-08-2017 00:00,98,53,80,72,65,249,213,67
20-08-2017 00:00,67,70,121,145,111,250,115,95
27-08-2017 00:00,95,53,144,76,136,155,218,150
03-09-2017 00:00,150,111,87,97,80,114,234,66
10-09-2017 00:00,66,108,118,70,52,118,225,150
17-09-2017 00:00,150,77,67,134,80,108,91,134
24-09-2017 00:00,134,105,120,129,96,56,144,51
01-10-2017 00:00,51,110,119,56,104,115,144,61
08-10-2017 00:00,61,104,124,65,52,85,209,87
15-10-2017 00:00,87,106,53,123,95,200,92,94
22-10-2017 00:00,94,84,56,112,150,128,63,62
29-10-2017 00:00,62,57,143,127,70,203,155,76
05-11-2017 00:00,76,108,120,112,93,222,169,63
12-11-2017 00:00,63,67,134,115,107,244,117,126
19-11-2017 00:00,126,140,65,70,122,64,163,140
26-11-2017 00:00,140,51,69,114,99,57,248,76
03-12-2017 00:00,76,98,139,76,129,217,201,89
10-12-2017 00:00,89,141,75,62,129,104,179,54
17-12-2017 00:00,54,58,147,87,71,214,94,119
24-12-2017 00:00,119,70,146,78,120,72,53,70
31-12-2017 00:00,70,99,117,137,121,231,83,107
07-01-2018 00:00,107,114,89,113,52,144,170,96
14-01-2018 00:00,96,105,106,135,136,175,76,141
21-01-2018 00:00,141,69,55,56,63,117,200,102
28-01-2018 00:00,102,61,54,71,145,61,118,84
04-02-2018 00:00,84,88,142,123,87,160,191,101
11-02-2018 00:00,101,97,73,126,50,85,127,50
18-02-2018 00:00,50,93,112,110,92,84,232,140
25-02-2018 00:00,140,82,64,137,136,52,76,67
04-03-2018 00:00,67,143,56,139,91,93,128,102
11-03-2018 00:00,102,61,78,99,75,61,228,80
18-03-2018 00:00,80,55,144,64,86,244,239,60
25-03-2018 00:00,60,73,61,149,88,130,91,143
01-04-2018 00:00,143,123,100,79,122,153,223,145
08-04-2018 00:00,145,100,95,51,58,113,105,101
15-04-2018 00:00,101,122,140,66,102,164,197,116
22-04-2018 00:00,116,90,83,129,128,223,150,116
29-04-2018 00:00,116,66,83,116,134,221,153,55
06-05-2018 00:00,55,107,70,92,138,224,71,52
13-05-2018 00:00,52,68,122,106,149,99,158,60
20-05-2018 00:00,60,144,88,64,108,213,234,91
27-05-2018 00:00,91,103,91,137,132,173,59,130
03-06-2018 00:00,130,59,73,148,131,246,95,115
10-06-2018 00:00,115,129,146,68,88,88,116,95
17-06-2018 00:00,95,144,94,143,124,220,157,56
24-06-2018 00:00,56,90,121,63,127,75,173,59
01-07-2018 00:00,59,72,91,137,54,238,145,98
08-07-2018 00:00,98,134,92,60,133,213,130,87
15-07-2018 00:00,87,81,67,136,110,181,89,118
22-07-2018 00:00,118,54,86,98,123,232,238,95
29-07-2018 00:00,95,67,126,128,104,134,180,105
05-08-2018 00:00,105,130,79,89,60,124,130,64
12-08-2018 00:00,64,111,53,130,120,214,183,90
19-08-2018 00:00,90,97,111,96,122,134,247,105
26-08-2018 00:00,105,114,149,113,149,89,204,60
02-09-2018 00:00,60,103,100,79,117,100,244,85
09-09-2018 00:00,85,129,61,82,132,192,213,117
16-09-2018 00:00,117,124,135,119,125,162,105,53
23-09-2018 00:00,53,70,126,76,135,62,89,60
30-09-2018 00:00,60,145,116,133,53,152,249,89
07-10-2018 00:00,89,118,60,130,56,75,159,135
14-10-2018 00:00,135,91,111,148,133,172,246,122
21-10-2018 00:00,122,95,75,85,91,182,232,76
28-10-2018 00:00,76,150,95,147,108,136,163,74
04-11-2018 00:00,74,117,72,114,100,243,188,118
11-11-2018 00:00,118,85,109,108,108,104,221,90
18-11-2018 00:00,90,117,59,73,88,155,82,138
25-11-2018 00:00,138,110,59,140,92,67,181,97
02-12-2018 00:00,97,94,98,136,63,152,173,69
09-12-2018 00:00,69,148,137,149,118,112,233,106
16-12-2018 00:00,106,76,97,106,109,155,123,56
23-12-2018 00:00,56,105,51,120,101,100,83,87
30-12-2018 00:00,87,91,87,95,109,238,188,127
06-01-2019 00:00,127,122,129,149,102,213,70,140
13-01-2019 00:00,140,67,136,113,115,221,72,93
20-01-2019 00:00,93,142,95,88,92,90,87,72
27-01-2019 00:00,72,92,133,110,124,102,187,123
03-02-2019 00:00,123,89,112,119,101,94,81,59
10-02-2019 00:00,59,113,123,96,143,133,98,102
17-02-2019 00:00,102,79,78,89,71,96,117,79
24-02-2019 00:00,79,59,103,73,126,203,164,79
